EqpID,ModuleName,E10State,StatusCode,ProcessStatus,PutTime
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 09:41:48"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 09:42:05"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 09:42:11"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 09:42:22"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 09:42:42"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 09:42:51"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 09:43:10"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 09:43:20"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 09:43:39"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 09:43:47"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 09:43:55"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 09:44:28"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 09:44:38"
"Z2-BT02","WAD 1","PRD",0,"ProcessEnd","2020-08-06 09:44:46"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 09:44:57"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 09:45:08"
"Z2-BT02","WAD 1","PRD",1,"ProcessStart","2020-08-06 09:45:17"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 09:45:31"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 09:45:41"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 09:46:10"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 09:46:27"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 09:46:37"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 09:46:46"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 09:46:46"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 09:46:55"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 09:47:07"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 09:47:18"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 09:47:34"
"Z2-BT02","WAD 2","PRD",0,"ProcessEnd","2020-08-06 09:49:01"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 09:49:03"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 09:49:11"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 09:49:11"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 09:49:24"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 09:49:27"
"Z2-BT02","WAD 2","PRD",1,"ProcessStart","2020-08-06 09:49:33"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 09:49:37"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 09:49:45"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 09:49:58"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 09:50:03"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 09:50:07"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 09:50:25"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 09:50:34"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 09:51:21"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 09:51:52"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 09:52:08"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 09:52:21"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 09:52:31"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 09:52:47"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 09:52:52"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 09:52:57"
"Z2-BT02","WAD3","PRD",1,"ProcessStart","2020-08-06 09:53:02"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 09:53:24"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 09:53:41"
"Z2-BT02","WAD 1","PRD",0,"ProcessEnd","2020-08-06 09:53:52"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 09:54:03"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 09:54:12"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 09:54:21"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 09:54:42"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 09:54:58"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 09:55:08"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 09:55:11"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 09:55:27"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 09:56:18"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 09:56:27"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 09:56:31"
"Z2-BT02","WAD 1","PRD",1,"ProcessStart","2020-08-06 09:56:40"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 09:57:01"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 09:57:12"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 09:57:32"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 09:57:41"
"Z2-BT02","WAD 2","PRD",0,"ProcessEnd","2020-08-06 09:57:54"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 09:58:03"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 09:58:16"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 09:58:33"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 09:58:43"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 09:58:52"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 09:59:07"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 09:59:24"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 09:59:37"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 09:59:46"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:00:22"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 10:00:31"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:00:59"
"Z2-BT02","WAD3","PRD",0,"ProcessEnd","2020-08-06 10:01:23"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:01:32"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:01:47"
"Z2-BT02","WAD 2","PRD",1,"ProcessStart","2020-08-06 10:01:56"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:02:08"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:02:25"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:02:35"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:02:45"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:02:49"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:03:05"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:03:49"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:03:58"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 10:04:10"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:04:19"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:04:41"
"Z2-BT02","WAD 1","PRD",0,"ProcessEnd","2020-08-06 10:05:00"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:05:11"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:05:23"
"Z2-BT02","WAD 1","PRD",1,"ProcessStart","2020-08-06 10:05:32"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:05:44"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:06:01"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:06:11"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:06:20"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:06:39"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 10:06:49"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:07:12"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:07:29"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 10:07:31"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:07:40"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:07:52"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:08:01"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:08:22"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:08:51"
"Z2-BT02","WAD3","PRD",1,"ProcessStart","2020-08-06 10:09:01"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:09:13"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:09:30"
"Z2-BT02","WAD 2","PRD",0,"ProcessEnd","2020-08-06 10:10:17"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:10:27"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:10:40"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:10:41"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:10:49"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 10:10:51"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:11:08"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:11:12"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:11:21"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:11:24"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:12:14"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:12:20"
"Z2-BT02","WAD 2","PRD",1,"ProcessStart","2020-08-06 10:12:29"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 10:13:30"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:13:39"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:13:40"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:13:56"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:14:02"
"Z2-BT02","WAD 1","PRD",0,"ProcessEnd","2020-08-06 10:14:07"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 10:14:12"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:14:18"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:14:31"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:14:41"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:15:04"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:15:14"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:15:34"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:16:19"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:16:35"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:16:47"
"Z2-BT02","WAD 1","PRD",1,"ProcessStart","2020-08-06 10:16:56"
"Z2-BT02","WAD3","PRD",0,"ProcessEnd","2020-08-06 10:17:21"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:17:30"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 10:17:33"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:17:40"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:17:43"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:17:54"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:17:59"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 10:18:03"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:18:25"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:18:34"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:19:26"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:19:30"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:19:35"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:20:21"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:20:37"
"Z2-BT02","WAD 2","PRD",0,"ProcessEnd","2020-08-06 10:20:50"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 10:20:53"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:21:00"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:21:02"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:21:14"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:21:15"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 10:21:25"
"Z2-BT02","WAD3","PRD",1,"ProcessStart","2020-08-06 10:21:25"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:22:20"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:22:26"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:22:29"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:22:43"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:22:50"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:23:27"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:23:37"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:23:55"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:24:12"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 10:24:44"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:24:53"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:25:10"
"Z2-BT02","WAD 1","PRD",0,"ProcessEnd","2020-08-06 10:25:16"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 10:25:19"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:25:27"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:25:38"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:25:41"
"Z2-BT02","WAD 1","PRD",1,"ProcessStart","2020-08-06 10:25:47"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:25:50"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:26:27"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:26:44"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:26:54"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:27:02"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:27:11"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:27:33"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:27:49"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 10:28:05"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:28:15"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:28:30"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 10:28:41"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:29:34"
"Z2-BT02","WAD 2","PRD",1,"ProcessStart","2020-08-06 10:29:48"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:29:48"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:29:53"
"Z2-BT02","WAD3","PRD",0,"ProcessEnd","2020-08-06 10:29:55"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:30:05"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:30:17"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:30:34"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:30:44"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:30:53"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:30:57"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:31:13"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 10:32:00"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:32:09"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:32:33"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 10:32:43"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:33:13"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:33:24"
"Z2-BT02","WAD3","PRD",1,"ProcessStart","2020-08-06 10:33:34"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:33:46"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:34:03"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:34:13"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:34:23"
"Z2-BT02","WAD 1","PRD",0,"ProcessEnd","2020-08-06 10:34:42"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:34:49"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:34:53"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:35:05"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 10:35:21"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:35:31"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:36:04"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:36:13"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:36:34"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:36:54"
"Z2-BT02","WAD 1","PRD",1,"ProcessStart","2020-08-06 10:37:02"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:37:15"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:37:31"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:37:56"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:38:05"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:38:11"
"Z2-BT02","WAD 2","PRD",0,"ProcessEnd","2020-08-06 10:38:24"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:38:27"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:38:34"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:38:54"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 10:39:04"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 10:39:23"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:39:33"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:39:44"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:39:54"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:40:22"
"Z2-BT02","WAD 2","PRD",1,"ProcessStart","2020-08-06 10:40:31"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:40:35"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:40:56"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:41:12"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:41:22"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:41:32"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:42:14"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:42:30"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:42:34"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 10:42:43"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:43:24"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:43:34"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:44:05"
"Z2-BT02","WAD3","PRD",0,"ProcessEnd","2020-08-06 10:44:10"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:44:19"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:44:30"
"Z2-BT02","WAD3","PRD",1,"ProcessStart","2020-08-06 10:44:40"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:44:52"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:45:09"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:45:21"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:45:31"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 10:45:44"
"Z2-BT02","WAD 1","PRD",0,"ProcessEnd","2020-08-06 10:45:50"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:45:54"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:46:00"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:46:14"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 10:46:25"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:46:56"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:47:05"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:47:47"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:47:59"
"Z2-BT02","WAD 1","PRD",1,"ProcessStart","2020-08-06 10:48:08"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:48:21"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:48:34"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:48:38"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:48:50"
"Z2-BT02","WAD 2","PRD",0,"ProcessEnd","2020-08-06 10:48:51"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:49:01"
"Z2-BT02","TEXTURE 1","PRD",0,"ProcessEnd","2020-08-06 10:49:24"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:49:33"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:49:45"
"Z2-BT02","TEXTURE 1","PRD",1,"ProcessStart","2020-08-06 10:49:55"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:50:37"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:50:47"
"Z2-BT02","HWD","PRD",0,"ProcessEnd","2020-08-06 10:51:28"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:51:31"
"Z2-BT02","WAD 2","PRD",1,"ProcessStart","2020-08-06 10:51:37"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:51:52"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:52:01"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:52:17"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:52:33"
"Z2-BT02","TEXTURE 2","PRD",0,"ProcessEnd","2020-08-06 10:53:05"
"Z2-BT02","WAD3","PRD",0,"ProcessEnd","2020-08-06 10:53:12"
"Z2-BT02","RINSE 2","PRD",1,"ProcessStart","2020-08-06 10:53:15"
"Z2-BT02","Unload Station","PRD",1,"ProcessStart","2020-08-06 10:53:21"
"Z2-BT02","RINSE 1","PRD",0,"ProcessEnd","2020-08-06 10:53:27"
"Z2-BT02","TEXTURE 2","PRD",1,"ProcessStart","2020-08-06 10:53:38"
"Z2-BT02","PCS 1","PRD",0,"ProcessEnd","2020-08-06 10:54:21"
"Z2-BT02","RINSE 1","PRD",1,"ProcessStart","2020-08-06 10:54:30"
"Z2-BT02","HU|HF","PRD",0,"ProcessEnd","2020-08-06 10:54:51"
"Z2-BT02","HWD","PRD",1,"ProcessStart","2020-08-06 10:55:08"
"Z2-BT02","PCS 1","PRD",1,"ProcessStart","2020-08-06 10:55:23"
"Z2-BT02","DIO3|HU","PRD",0,"ProcessEnd","2020-08-06 10:55:24"
"Z2-BT02","HU|HF","PRD",1,"ProcessStart","2020-08-06 10:55:33"
"Z2-BT02","RINSE 2","PRD",0,"ProcessEnd","2020-08-06 10:55:55"
"Z2-BT02","DIO3|HU","PRD",1,"ProcessStart","2020-08-06 10:56:11"
